All frames read7
6
2
3
11
2
10
17
2
9
8
6
11
3
24
10
10
6
6
6
1
9
10
8
8
11
6
7
13
2
13
6
6
12
5
18
10
1
17
4
6
17
6
6
6
2
19
10
17
10
10
8
5
3
1
9
6
2
6
10
6
8
10
6
6
5
6
9
9
7
6
7
6
18
10
6
16
6
6
11
6
6
10
7
10
10
10
11
24
6
9
6
6
6
18
2
2
12
6
3
2
6
11
10
7
9
9
9
10
10
13
6
26
5
15
6
19
3
5
12
4
18
37
12
19
2
6
6
10
10
10
1
15
9
8
11
10
12
11
17
6
6
4
6
11
6
5
14
5
8
10
8
5
6
11
7
9
10
6
6
6
6
8
9
5
7
12
1
1
3
4
25
3
26
3
13
6
2
11
15
15
13
13
15
6
3
4
30
11
14
17
17
3
6
12
6
10
6
17
6
4
2
2
10
10
10
11
11
6
3
20
8
10
10
2
5
20
4
5
5
9
8
6
6
6
5
2
10
10
8
9
6
6
11
4
10
11
25
21
4
6
6
10
10
11
10
1
8
2
2
14
16
2
3
14
10
9
9
1
10
18
6
7
19
10
10
10
9
2
4
6
17
16
12
1
19
4
7
1
7
6
4
2
9
6
8
9
5
5
6
4
6
6
5
6
11
10
3
6
6
6
6
12
9
8
33
16
10
12
11
9
9
13
6
6
6
3
10
9
8
2
5
6
6
6
11
16
15
10
11
11
4
6
8
9
6
5
17
8
10
10
10
11
10
10
24
6
31
1
10
6
1
6
21
3
13
10
10
8
7
13
6
6
14
10
10
7
9
7
10
12
6
12
7
30
6
17
1
5
11
12
6
11
13
6
6
6
11
7
6
6
10
6
6
6
12
9
9
10
18
8
8
9
10
19
11
10
8
11
9
14
10
12
9
17
15
18
12
10
7
6
17
12
6
5
26
6
6
10
11
16
5
5
3
8
1
1
15
16
23
27
6
6
10
8
1
11
12
11
8
6
6
10
15
10
10
19
11
28
10
10
10
10
3
1
6
2
5
13
12
11
12
6
24
11
4
6
6
7
6
12
6
9
10
13
14
6
10
13
6
6
6
6
5
6
3
8
11
7
6
6
8
13
12
8
1
10
10
10
21
9
13
21
6
7
6
11
13
4
10
7
5
18
10
23
1
13
2
2
8
11
6
8
6
6
2
6
6
7
4
25
10
1
2
16
6
6
10
2
4
4
11
13
3
2
21
6
12
14
10
17
10
6
5
4
6
12
5
5
6
9
6
6
7
7
12
6
7
11
6
9
8
6
14
9
12
2
2
2
2
6
6
6
6
10
10
10
10
10
10
10
10
1
1
15
9
8
6
8
6
7
12
10
11
6
6
5
19
10
6
2
18
11
2
2
12
17
15
8
4
9
4
10
19
6
4
10
10
7
9
7
10
7
17
10
8
16
12
3
13
6
2
2
2
3
1
1
9
5
6
10
8
6
10
2
2
2
11
9
2
4
12
11
7
10
11
6
8
6
10
9
5
6
6
15
2
5
10
16
8
6
14
6
6
6
21
20
6
6
6
10
15
10
4
6
13
10
9
10
10
10
7
6
6
6
12
10
6
24
11
10
11
10
7
8
9
10
10
2
5
6
12
11
2
2
6
10
6
13
4
20
3
6
10
12
6
7
6
6
10
3
9
10
10
6
19
6
8
10
12
11
21
10
6
4
16
10
5
2
12
9
6
6
5
6
6
12
2
6
6
11
12
10
8
10
6
6
17
12
11
12
9
9
4
2
11
7
4
18
10
3
2
2
3
6
6
6
8
5
5
6
6
6
4
6
11
6
1
11
6
2
12
11
11
11
15
11
12
4
2
11
12
2
7
14
11
4
1
6
20
6
29
5
8
11
2
5
2
5
12
13
2
6
6
6
2
2
2
20
19
3
1
2
6
12
6
5
1
2
3
2
11
8
2
2
2
2
8
10
9
11
6
4
6
4
7
6
12
8
4
9
2
8
3
20
1
2
6
10
11
8
13
6
21
20
9
12
6
11
7
6
6
2
1
6
10
7
19
9
6
6
6
2
2
2
2
4
21
10
6
11
11
10
3
2
4
10
10
10
2
2
3
2
10
15
10
12
11
6
2
3
1
1
6
12
5
1
2
9
11
1
1
14
5
6
11
6
10
9
3
3
1
11
12
10
11
1
11
2
2
12
8
2
2
8
21
17
2
2
2
28
3
1
2
9
10
3
6
8
10
11
1
1
6
3
5
6
2
2
5
2
2
11
2
2
2
2
6
10
6
3
7
14
9
2
10
5
33
10
12
3
2
2
17
1
15
11
2
2
2
2
10
8
11
6
6
13
5
2
1
2
2
1
11
17
6
10
4
10
9
10
5
2
4
6
6
2
6
10
10
13
2
2
2
9
1
1
10
10
6
6
10
10
6
3
2
5
2
13
6
11
2
2
2
2
2
12
10
10
2
2
2
2
6
7
2
2
2
2
20
17
3
14
10
6
6
6
2
2
3
15
9
5
6
2
2
7
2
15
10
10
25
3
49
2
3
21
20
7
7
6
6
2
2
2
6
20
3
6
11
2
2
2
2
16
12
8
2
2
2
3
18
2
4
7
14
2
3
1
2
5
6
20
10
9
10
10
22
12
7
7
12
6
21
2
1
9
3
2
5
18
1
10
2
2
2
2
7
6
6
10
12
2
2
1
2
6
6
6
2
2
2
3
2
10
3
2
2
6
6
11
3
1
12
6
6
2
5
3
5
3
14
3
2
2
2
8
6
7
9
6
6
8
11
6
5
12
12
6
12
2
2
2
11
6
6
3
13
6
6
10
2
2
2
2
2
1
2
2
3
13
11
2
1
2
6
11
6
8
10
9
10
28
2
1
6
12
1
21
2
2
1
6
4
3
5
6
6
2
29
4
2
2
6
6
4
2
10
6
6
2
1
2
10
2
17
2
2
6
6
18
10
11
8
11
9
6
6
6
7
2
2
2
2
1
1
24
2
2
3
12
6
12
2
10
12
13
6
6
13
7
2
2
2
11
6
6
6
6
6
6
6
7
6
2
2
2
2
2
2
1
2
2
2
2
1
3
4
7
6
2
2
2
7
11
6
9
12
6
6
1
2
3
6
15
8
14
6
6
6
2
23
13
6
6
2
2
2
12
13
3
9
6
2
10
9
10
10
6
6
6
2
6
6
6
19
12
9
6
2
2
1
6
4
13
6
18
11
2
2
2
2
3
2
2
2
9
2
2
2
2
2
2
2
2
2
2
2
2
11
10
12
6
4
2
4
2
2
2
6
14
12
10
9
9
10
10
10
9
2
3
11
10
12
6
6
5
16
2
2
2
2
6
4
6
8
2
2
1
1
5
13
10
10
7
11
3
1
2
1
6
3
6
4
9
12
12
2
2
2
2
11
6
3
1
2
6
2
2
1
6
6
12
6
28
6
13
6
7
10
2
2
2
2
2
16
13
2
2
2
2
3
7
17
1
7
10
8
20
2
2
6
18
2
2
2
2
6
6
12
6
2
2
2
2
3
21
1
9
11
6
6
6
5
6
6
6
8
2
2
2
6
12
6
6
2
2
2
6
9
22
6
2
2
7
2
9
10
8
9
10
3
15
6
6
6
2
2
6
10
2
2
2
2
6
12
8
9
6
2
2
2
4
2
3
3
6
6
11
6
12
6
6
6
4
2
1
2
2
6
2
2
2
2
5
16
6
2
2
13
11
6
13
6
5
6
6
6
2
10
7
5
6
1
18
10
6
2
3
2
6
8
6
7
6
5
9
2
2
17
1
2
2
1
13
10
6
6
6
6
6
7
2
2
2
30
14
10
12
2
20
2
2
2
2
10
20
11
16
2
2
2
6
4
2
13
6
2
2
12
6
17
2
6
6
2
6
3
2
6
12
2
2
2
2
2
2
18
2
2
6
6
3
6
26
6
3
6
6
5
5
6
8
10
10
9
6
2
2
2
2
4
2
5
12
6
10
39
2
2
2
3
2
2
2
6
7
10
6
7
7
18
12
2
3
2
2
7
10
9
10
10
7
1
17
1
1
6
2
2
5
2
2
2
3
3
8
3
6
6
6
10
3
3
5
1
1
24
2
2
5
2
2
4
6
6
15
2
4
2
12
6
6
26
11
9
6
1
5
4
10
11
9
3
2
6
6
20
5
3
2
19
12
7
2
2
2
11
12
2
2
2
2
1
2
15
5
2
2
2
6
6
6
5
6
2
2
2
2
6
2
2
2
6
6
6
9
8
11
6
13
5
6
6
2
6
10
12
9
5
1
3
6
3
2
8
11
6
4
7
6
2
18
10
2
2
2
10
10
10
18
4
2
9
8
6
6
9
6
1
2
20
10
6
6
5
13
2
1
2
2
6
9
17
5
2
2
2
24
2
1
2
2
6
10
5
4
3
8
7
13
1
3
13
10
25
6
2
2
2
23
2
2
2
6
7
1
2
2
10
2
7
2
2
9
8
12
11
11
12
6
6
3
4
2
4
2
2
4
5
2
1
1
12
11
6
5
33
9
14
5
11
2
2
6
6
6
6
13
4
12
2
2
2
2
6
6
2
2
6
6
6
10
7
21
7
6
8
10
9
8
8
9
1
14
6
6
6
12
4
13
13
6
10
8
12
6
6
10
6
6
6
6
13
4
10
11
30
12
18
17
6
6
6
6
5
12
6
6
13
6
6
11
6
5
14
6
6
6
6
6
18
8
10
6
6
7
5
6
7
11
6
6
9
14
3
12
11
6
6
10
10
6
2
6
18
1
8
8
2
6
2
6
2
6
2
6
2
6
7
4
12
6
8
2
11
11
4
6
6
6
6
6
10
6
7
6
13
3
15
6
11
6
33
5
1
1
10
10
15
5
8
10
1
13
10
10
3
1
6
6
6
6
12
18
9
11
18
6
18
3
9
6
10
11
11
1
9
2
27
16
1
19
2
13
6
16
5
6
6
6
7
11
13
11
6
6
4
5
9
6
6
6
1
13
2
4
8
6
6
6
6
5
13
9
6
4
10
10
10
9
9
10
10
6
2
6
4
2
2
10
13
11
2
3
2
2
2
2
2
6
6
2
2
11
4
2
10
10
1
2
6
2
4
6
2
6
16
10
10
6
6
5
4
10
10
10
10
12
11
9
6
6
6
6
11
11
5
10
11
12
2
2
4
6
6
10
6
6
6
2
2
2
2
2
11
2
3
2
8
6
7
2
2
2
2
2
2
2
2
10
11
37
12
12
7
15
2
6
6
6
8
2
8
4
6
3
12
7
13
6
6
6
10
6
1
1
10
11
6
6
2
9
8
10
14
11
1
21
6
10
10
13
14
9
7
11
6
4
26
6
5
10
10
7
6
6
13
11
6
3
15
9
10
10
27
6
15
6
12
7
11
12
4
6
6
11
14
6
5
6
2
11
5
6
6
13
2
9
8
11
12
12
6
4
1
6
6
19
11
6
6
6
7
6
12
9
6
7
6
6
3
9
6
6
6
12
14
15
6
12
6
5
6
6
6
24
10
10
10
10
20
10
6
5
6
14
13
2
23
1
1
10
10
24
12
10
6
13
14
6
6
6
7
6
5
21
6
7
27
2
3
3
9
10
5
6
7
6
18
6
12
6
12
2
2
2
9
13
6
6
6
2
2
6
6
7
7
6
2
2
36
9
5
2
1
12
6
6
6
5
12
2
2
2
2
11
28
13
2
5
3
13
6
6
6
6
2
2
7
12
2
2
6
10
6
1
5
8
6
6
2
2
12
6
9
10
6
8
9
10
33
2
2
2
6
6
12
6
4
6
6
6
2
2
2
1
6
8
6
12
2
2
2
2
2
2
2
6
2
6
6
1
2
20
8
6
2
2
6
6
6
7
2
2
2
6
2
2
10
6
12
11
11
6
11
6
4
12
10
6
11
2
2
6
2
2
12
16
2
2
1
5
2
10
6
6
11
1
2
6
6
12
6
2
2
2
10
6
6
2
6
6
11
14
26
13
6
2
11
6
6
19
6
6
6
18
6
6
12
12
12
6
11
6
6
6
6
9
14
6
6
6
6
10
3
20
11
6
6
6
10
10
10
20
6
4
11
9
11
6
6
7
7
2
2
2
6
13
12
17
12
12
6
16
6
6
6
11
10
15
6
6
16
5
16
1
7
6
5
6
9
6
10
10
10
10
12
11
5
6
4
12
6
2
39
6
6
3
17
6
6
5
11
6
12
6
7
6
10
9
6
9
6
15
6
6
17
11
10
6
6
7
18
20
6
6
4
6
6
6
6
6
10
9
10
10
20
1
11
2
10
13
6
15
6
11
9
2
7
12
12
8
3
6
18
32
6
10
6
9
13
13
6
6
10
10
9
8
30
7
18
10
11
12
14
6
7
6
2
6
11
7
6
6
6
6
8
12
2
2
2
2
6
11
4
6
14
8
6
8
6
3
25
3
10
6
6
5
6
2
6
6
2
2
9
7
9
13
5
6
6
3
6
11
6
6
6
2
11
2
6
6
6
5
26
15
14
10
10
10
4
9
2
2
6
6
2
12
11
2
23
10
6
6
6
30
9
6
12
6
6
6
6
12
4
13
9
9
6
6
4
3
9
10
10
10
10
10
12
9
6
11
6
6
6
6
11
2
1
1
4
1
11
4
7
6
9
33
6
6
6
6
6
7
7
6
5
1
6
6
6
12
6
2
15
7
6
6
12
6
6
6
6
6
11
6
6
14
6
7
10
9
10
10
9
15
7
6
6
2
6
10
9
7
2
10
10
13
9
6
6
3
6
7
31
16
1
13
2
4
7
8
4
11
6
16
1
3
1
8
6
5
6
12
17
15
30
6
6
6
6
11
6
9
10
10
10
10
6
13
5
6
11
8
2
2
12
10
6
13
6
17
13
19
6
6
6
4
23
6
5
6
5
6
6
6
6
6
6
13
11
19
6
6
2
6
17
6
6
6
6
10
7
11
6
6
12
13
6
6
6
5
10
10
12
10
9
6
6
12
11
12
12
6
10
10
2
6
5
6
24
5
8
6
11
10
6
5
6
6
6
7
13
6
19
1
16
11
6
6
6
2
7
10
11
10
10
3
1
4
7
6
6
2
7
2
12
5
8
6
6
11
6
17
9
6
6
6
7
9
6
2
2
6
14
25
17
12
12
12
1
16
3
21
6
6
6
6
13
11
13
6
6
12
6
6
10
6
7
6
6
6
6
6
10
9
14
6
2
3
25
6
7
10
10
4
8
6
6
6
6
6
6
12
6
6
2
3
12
11
9
6
6
6
6
12
6
2
6
6
6
6
14
12
6
6
6
7
8
24
6
7
10
6
1
11
10
10
10
17
6
13
6
6
3
7
18
6
6
6
12
3
16
7
6
7
13
13
12
6
6
4
22
17
12
28
9
6
19
6
6
1
3
10
11
5
6
6
6
2
10
6
6
13
6
6
10
7
7
6
8
6
6
6
6
6
12
6
6
6
7
15
23
24
12
6
6
1
1
6
6
27
7
6
11
9
12
6
5
6
2
26
9
8
7
17
11
6
3
6
10
2
6
11
10
10
2
15
6
6
18
6
5
10
10
10
10
6
10
2
12
2
9
5
6
6
8
1
6
6
10
11
21
18
18
12
10
4
4
12
11
6
6
9
2
2
6
6
6
6
6
14
2
2
2
10
3
15
10
12
12
12
10
6
7
6
2
4
6
6
32
2
2
2
11
4
8
3
2
2
5
2
2
6
4
12
2
10
2
3
2
13
10
7
10
10
10
10
1
16
10
10
7
5
10
12
5
6
3
2
21
6
6
3
10
11
2
4
12
6
6
5
5
2
2
2
2
2
5
11
9
2
2
2
2
6
6
13
6
12
7
10
10
6
11
12
6
9
5
15
9
22
6
24
6
2
2
11
8
6
6
5
6
1
6
12
6
6
6
6
4
20
12
12
12
2
4
8
5
11
19
9
12
10
15
6
11
11
17
6
6
4
1
5
6
7
2
2
2
20
6
6
6
6
14
5
7
6
6
12
6
13
6
6
6
19
5
8
10
10
23
5
2
2
4
6
6
6
6
5
13
5
10
6
6
13
5
11
6
10
10
9
14
6
6
6
6
20
12
12
17
6
6
6
6
8
9
18
10
18
2
20
3
16
15
2
6
6
12
1
1
10
1
1
14
29
2
6
12
2
2
6
6
6
6
5
6
6
4
24
13
14
16
2
26
11
15
18
15
17
2
25
14
6
5
6
6
6
14
6
6
2
12
7
12
7
9
6
6
6
12
6
12
8
10
10
12
7
6
5
14
9
11
6
16
10
2
6
6
6
7
10
10
9
36
6
18
6
6
6
6
2
12
6
4
28
12
4
6
5
9
12
6
6
2
5
36
12
8
6
7
4
10
3
24
1
5
1
6
6
6
14
10
10
20
4
11
6
6
6
7
6
6
6
6
6
6
6
6
10
12
18
6
6
12
1
14
5
18
13
16
11
12
6
6
6
6
18
6
6
11
14
6
6
6
7
17
1
20
12
6
6
6
12
10
9
6
12
9
10
10
19
11
6
10
9
14
6
10
10
6
6
6
26
6
6
16
6
12
17
6
18
6
6
11
6
6
2
9
6
1
18
11
6
18
11
12
6
6
12
10
12
12
6
10
12
6
9
6
6
7
6
6
24
2
14
10
7
18
7
9
1
2
8
6
6
5
6
6
12
26
12
6
6
6
8
9
11
6
6
14
13
7
6
10
8
6
2
8
1
9
10
10
15
6
12
11
5
5
13
7
6
6
6
7
27
6
6
18
6
4
5
8
20
13
3
15
1
5
6
6
13
6
11
6
13
6
11
6
2
12
9
16
8
6
7
4
6
2
2
2
2
13
12
3
2
13
6
6
6
6
6
5
6
5
6
16
2
6
7
18
2
6
7
6
12
5
13
10
10
10
10
1
2
15
2
4
12
2
6
6
6
2
2
6
26
7
3
21
2
2
2
6
6
6
6
2
2
3
3
12
8
9
20
6
7
6
6
5
6
6
8
6
1
7
2
2
7
29
6
6
6
2
6
12
6
8
14
1
11
6
6
6
15
10
9
6
11
12
6
6
6
6
1
11
1
10
12
6
6
2
7
7
10
6
15
6
6
6
6
17
6
19
12
22
1
2
1
16
15
6
16
7
24
3
21
2
16
8
1
5
10
9
10
10
7
6
5
6
6
12
2
2
2
2
12
6
6
6
10
10
10
1
6
6
1
18
1
5
23
11
11
10
10
18
1
24
9
10
9
6
3
2
10
9
18
28
11
10
6
5
17
1
6
6
2
8
6
6
10
10
10
5
6
6
6
11
11
6
15
9
10
10
6
6
2
2
9
7
10
10
3
6
11
6
10
6
3
6
6
6
6
6
10
6
6
10
9
6
10
14
9
10
6
9
6
3
6
19
10
2
2
2
2
4
2
2
2
2
2
2
3
4
2
2
4
22
12
3
6
10
4
3
10
10
6
6
11
11
11
6
7
10
7
10
10
5
10
6
6
7
7
6
6
8
6
12
5
6
7
12
6
6
6
6
6
11
6
9
13
2
6
6
6
6
6
19
24
5
12
6
6
6
10
6
6
2
11
2
6
10
6
12
6
6
11
2
2
11
11
9
1
10
9
13
10
6
6
6
6
7
1
2
11
13
6
6
6
5
6
25
8
2
20
4
6
6
10
6
6
8
10
10
10
1
1
1
14
22
5
6
11
2
6
8
6
10
10
23
4
6
6
2
6
6
2
9
10
10
10
10
1
1
6
7
6
6
7
7
7
16
30
7
17
6
7
11
11
7
6
11
11
6
11
13
6
6
6
6
1
12
2
2
6
6
5
4
7
2
2
7
7
6
9
1
1
1
11
4
6
7
6
6
6
8
11
1
1
1
10
1
9
11
5
6
1
6
6
1
2
5
26
14
10
10
5
1
12
6
5
19
14
6
6
6
5
6
4
1
16
9
10
9
2
1
15
8
1
1
6
7
10
11
6
11
8
6
9
12
9
1
18
6
5
8
6
6
6
6
1
10
7
14
7
14
9
12
2
7
7
10
7
1
1
2
1
31
1
11
1
8
4
6
13
2
5
19
8
9
10
9
11
10
11
18
6
6
25
1
6
10
9
8
1
1
1
1
6
12
10
8
2
12
1
7
2
10
8
10
10
11
17
7
3
13
13
1
1
1
1
1
18
17
17
6
6
14
11
1
1
1
1
2
6
18
1
11
13
20
1
1
1
1
13
6
6
6
6
1
18
16
10
5
6
9
6
7
6
6
9
1
8
11
9
1
8
1
1
1
1
1
1
11
7
7
8
1
1
10
11
7
1
1
1
6
11
9
4
17
10
11
16
22
20
3
14
7
10
11
10
13
8
8
1
1
1
10
10
6
12
6
11
6
11
10
10
6
14
32
10
11
15
14
1
1
1
1
17
6
7
7
13
1
1
1
1
3
8
14
5
1
8
11
3
15
10
10
10
3
11
11
13
12
6
6
12
8
12
6
12
6
6
2
2
12
12
7
4
9
7
6
23
18
9
6
1
1
8
6
11
4
13
2
2
2
14
9
7
5
6
5
2
13
7
14
13
1
1
1
18
1
2
6
7
7
10
10
9
9
2
15
6
34
6
1
1
10
10
7
1
1
2
6
9
9
6
1
1
1
1
1
6
7
6
16
10
10
10
6
14
7
7
8
9
7
7
1
7
5
6
6
5
6
6
6
6
6
2
6
11
1
8
4
6
9
12
7
8
1
1
1
7
1
10
10
10
10
10
20
6
7
1
15
14
8
7
15
24
16
10
13
5
11
2
13
11
6
8
8
10
7
9
6
12
6
6
10
2
12
6
6
5
2
2
6
6
6
6
6
10
13
6
6
11
6
18
11
10
4
14
6
24
2
2
6
7
6
11
10
6
7
3
7
2
2
7
14
7
1
12
11
6
5
12
6
7
1
1
11
6
5
4
1
6
16
7
6
3
5
11
11
5
2
10
1
2
6
13
6
10
6
13
1
5
4
10
1
10
11
9
6
6
11
11
6
11
2
14
6
10
14
1
17
6
6
2
8
14
10
5
7
9
12
2
19
4
4
4
5
6
13
1
10
1
1
10
6
8
6
11
6
6
6
6
8
1
7
6
16
10
6
6
13
10
10
3
9
7
1
1
6
7
8
4
10
6
6
6
7
13
6
6
4
7
4
6
6
6
1
9
12
6
1
2
2
2
4
6
6
7
6
5
12
11
6
6
4
6
12
7
6
6
7
10
11
6
1
1
10
6
8
2
10
8
11
9
10
6
7
6
6
6
7
2
1
6
6
12
6
9
6
1
8
7
2
2
11
12
6
2
18
5
2
5
6
6
6
6
6
9
11
10
6
2
10
3
11
6
6
7
10
1
2
1
2
37
8
6
18
2
27
7
29
12
6
4
2
6
6
2
2
12
6
17
12
3
5
5
2
2
3
7
2
7
11
11
1
13
11
6
6
17
7
4
15
6
31
9
12
1
7
7
7
6
14
6
5
13
8
10
11
15
3
6
6
9
2
12
20
45
4
2
6
8
11
11
26
1
2
2
2
9
8
23
19
3
2
3
20
5
6
6
2
10
10
10
10
25
1
2
1
11
12
2
5
6
23
7
6
20
6
12
7
11
6
8
7
2
2
8
19
2
2
4
21
8
14
3
21
2
5
6
6
13
14
6
3
11
8
8
1
5
6
3
3
8
7
6
6
2
11
11
8
7
6
6
6
6
6
8
19
19
6
7
6
6
7
6
6
11
6
12
11
1
2
1
6
18
14
12
2
2
2
13
6
6
6
5
8
5
6
6
40
6
12
10
7
15
14
6
6
8
7
7
10
10
20
2
9
6
18
14
11
6
6
1
6
6
11
4
2
5
6
6
6
6
1
9
6
2
12
15
11
9
7
7
16
8
4
2
2
22
10
6
10
10
6
4
2
2
23
2
10
10
8
19
6
6
12
5
5
4
6
4
7
6
10
10
6
2
1
6
6
13
2
4
2
5
5
9
13
15
13
1
6
2
6
6
11
12
11
2
12
13
7
7
7
8
6
6
6
12
4
8
10
6
7
6
6
10
1
6
28
2
2
4
14
9
7
4
7
2
15
6
9
11
22
2
2
2
7
14
6
14
6
3
1
4
7
2
1
16
2
13
12
19
2
7
5
7
5
13
14
14
2
21
20
4
4
3
4
2
6
3
2
2
6
6
2
7
2
6
7
12
7
2
1
6
15
15
8
8
13
4
1
11
4
4
1
1
10
2
13
7
6
6
8
6
10
12
7
2
2
2
8
1
1
18
8
6
4
14
5
11
8
6
10
4
12
6
6
6
6
1
6
13
6
11
12
1
18
2
6
15
19
10
10
2
2
5
20
4
8
6
6
4
12
8
2
8
4
7
14
10
10
2
11
16
9
6
2
11
13
6
10
4
11
11
1
1
20
10
6
2
6
6
6
7
6
5
1
8
6
4
8
12
5
14
10
3
6
13
9
5
6
9
8
5
1
1
1
10
17
2
11
15
8
12
5
15
9
11
8
2
12
18
6
2
8
2
10
7
2
12
13
11
6
6
7
1
7
8
6
7
7
5
6
4
1
1
14
9
6
1
8
6
7
8
2
1
5
5
6
1
7
8
6
2
6
6
3
1
4
13
1
12
7
1
7
18
7
10
6
6
7
11
2
5
7
10
9
5
6
6
7
7
10
4
6
6
13
7
6
6
6
18
5
6
6
11
6
6
6
6
12
8
6
5
6
6
18
6
6
5
4
2
3
2
6
6
4
3
21
11
10
10
1
2
9
10
6
6
2
2
6
6
6
14
6
5
6
5
12
9
6
6
4
6
10
16
9
31
2
6
6
2
5
6
16
10
21
2
1
3
23
4
34
12
13
2
8
7
6
6
7
18
3
23
